# Logger type: CL3000
# HW rev: 7.2x
# FW rev: 5.78 / 4.00.03
# Logger ID: id001ezk
# Session No.: 15
# Split No.: 1
# Time: 20190425T172921
# Value separator: " "
# Time format: 5
# Time separator: ":"
# Time separator ms: ":"
# Date separator: "/"
# Time and date separator: " "
# Bit-rate: 500000
# Silent mode: false
# Cyclic mode: false
Timestamp Type ID Data
04/25 17:29:53:618 1 10800006 0080007ff5f1f7f3
04/25 17:29:53:618 1 42406c c0c800006000c00f
04/25 17:29:53:618 1 1000020 00000001cc04c000
04/25 17:29:53:619 1 11100024 000000107e370000
04/25 17:29:53:620 1 62401e 02024397fa026400
04/25 17:29:53:620 1 80401e 1dff02b400247a00
04/25 17:29:53:621 1 a20016 001984000068d500
04/25 17:29:53:621 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:621 1 d00022 0000000000000000
04/25 17:29:53:622 1 f00006 000032000000e000
04/25 17:29:53:622 1 1400006 0000000003f50202
04/25 17:29:53:622 1 1600012 c00005076e5dc81a
04/25 17:29:53:622 1 10c00002 0000102000000000
04/25 17:29:53:623 1 11c00002 0000000040000000
04/25 17:29:53:625 1 224024 1c4825011bff0000
04/25 17:29:53:625 1 e24026 0001e0408f050385
04/25 17:29:53:625 1 10004002 823d0239c240c23a
04/25 17:29:53:626 1 10e24000 0000000000000000
04/25 17:29:53:628 1 42406c 00aa00006000c00f
04/25 17:29:53:628 1 1000020 00000001cc04c000
04/25 17:29:53:628 1 10400020 002947659b370dc1
04/25 17:29:53:630 1 62401e 02004396fa026400
04/25 17:29:53:630 1 80401e 060002b600247a00
04/25 17:29:53:631 1 a20016 013984000068d500
04/25 17:29:53:631 1 f00006 000032000000e000
04/25 17:29:53:631 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:631 1 d00022 0000000000000000
04/25 17:29:53:632 1 1400006 0000000003f50202
04/25 17:29:53:633 1 10a2407c 1911020101090101
04/25 17:29:53:638 1 42406c 408800006000c00f
04/25 17:29:53:638 1 1000020 00000001cc04c000
04/25 17:29:53:639 1 224024 184825011bff0000
04/25 17:29:53:639 1 e24026 000160408f050382
04/25 17:29:53:639 1 10004002 823b0238c249c23e
04/25 17:29:53:640 1 62401e 01ff4395fa026400
04/25 17:29:53:640 1 80401e 1e0002b600247a00
04/25 17:29:53:640 1 a20016 005984000068d500
04/25 17:29:53:641 1 f00006 000032000000e000
04/25 17:29:53:641 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:641 1 d00022 0000000000000000
04/25 17:29:53:642 1 1400006 0000000003f50202
04/25 17:29:53:642 1 1600012 000005076e5dc81a
04/25 17:29:53:646 1 11600002 e5ff62b603780387
04/25 17:29:53:646 1 11800002 0000120903800375
04/25 17:29:53:648 1 42406c 80a800006000c00f
04/25 17:29:53:648 1 1000020 00000001cc04c000
04/25 17:29:53:650 1 62401e 01ff4395fa016400
04/25 17:29:53:650 1 80401e 060002b600247a00
04/25 17:29:53:651 1 a20016 011984000068d500
04/25 17:29:53:651 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:651 1 d00022 0000000000000000
04/25 17:29:53:651 1 f00006 000032000000e000
04/25 17:29:53:652 1 1400006 0000000003f50202
04/25 17:29:53:653 1 224024 1c4825061bff0000
04/25 17:29:53:653 1 e24026 000160408f050384
04/25 17:29:53:653 1 10004002 82400238c23ac23c
04/25 17:29:53:658 1 42406c c0c800006000c00f
04/25 17:29:53:658 1 1000020 00000001cc04c000
04/25 17:29:53:658 1 10400020 402947659b370dc1
04/25 17:29:53:659 1 11220028 23400f3c0100372c
04/25 17:29:53:661 1 62401e 01ff4395fa016400
04/25 17:29:53:661 1 80401e 1e0002af00247a00
04/25 17:29:53:661 1 a20016 001984000068d500
04/25 17:29:53:662 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:662 1 d00022 0000000000000000
04/25 17:29:53:662 1 f00006 000032000000e000
04/25 17:29:53:662 1 1400006 0000000003f50201
04/25 17:29:53:663 1 1600012 400005076e5dc81a
04/25 17:29:53:663 1 10c00002 0000006000000000
04/25 17:29:53:667 1 224024 184825061bff0000
04/25 17:29:53:667 1 e24026 000160408f050377
04/25 17:29:53:667 1 10004002 823c0235c22dc237
04/25 17:29:53:668 1 10800006 0080006ff5f1f7f3
04/25 17:29:53:668 1 42406c 00aa00006000c00f
04/25 17:29:53:668 1 1000020 00000001cc04c000
04/25 17:29:53:668 1 11100024 000000587e378000
04/25 17:29:53:669 1 11420006 0000000f0000c000
04/25 17:29:53:670 1 62401e 01ff4395fa026400
04/25 17:29:53:670 1 80401e 05fe02af00247a00
04/25 17:29:53:670 1 a20016 031984000068d500
04/25 17:29:53:671 1 f00006 000032000000e000
04/25 17:29:53:671 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:671 1 d00022 0000000000000000
04/25 17:29:53:672 1 1400006 0000000003f50201
04/25 17:29:53:678 1 42406c 408800006000c00f
04/25 17:29:53:678 1 1000020 00000001cc04c000
04/25 17:29:53:680 1 62401e 01ff4395fa026400
04/25 17:29:53:680 1 80401e 1dfe02af00247a00
04/25 17:29:53:680 1 a20016 001984000068d500
04/25 17:29:53:681 1 f00006 000032000000e000
04/25 17:29:53:681 1 224024 1c48250e1bff0000
04/25 17:29:53:681 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:682 1 d00022 0000000000000000
04/25 17:29:53:682 1 e24026 0001e0408f050376
04/25 17:29:53:682 1 1400006 0000000003f50202
04/25 17:29:53:682 1 1600012 800005076e5dc81a
04/25 17:29:53:683 1 10004002 8240023ac254c235
04/25 17:29:53:683 1 10e24000 0000000000000000
04/25 17:29:53:683 1 11000022 01bbcc090056034a
04/25 17:29:53:688 1 42406c 80a800006000c00f
04/25 17:29:53:688 1 1000020 00000001cc04c000
04/25 17:29:53:688 1 10400020 802947659b370dc1
04/25 17:29:53:690 1 62401e 01ff4395fa026400
04/25 17:29:53:690 1 80401e 05fe02af00247a00
04/25 17:29:53:691 1 a20016 051984000068d500
04/25 17:29:53:691 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:691 1 d00022 0000000000000000
04/25 17:29:53:691 1 f00006 000032000000e000
04/25 17:29:53:692 1 1400006 0000000003f50202
04/25 17:29:53:695 1 224024 1848250e1bff0000
04/25 17:29:53:695 1 e24026 000160408f050383
04/25 17:29:53:695 1 10004002 823c023ac251c238
04/25 17:29:53:698 1 42406c c0c840006000c00f
04/25 17:29:53:698 1 1000020 00000001cc04c000
04/25 17:29:53:700 1 62401e 02014395fa026400
04/25 17:29:53:700 1 80401e 1dfe02b200247a00
04/25 17:29:53:701 1 a20016 001984000068d500
04/25 17:29:53:701 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:701 1 d00022 0000000000000000
04/25 17:29:53:701 1 f00006 000032000000e000
04/25 17:29:53:702 1 1400006 0000000003f50202
04/25 17:29:53:702 1 1600012 c00005076e5dc81a
04/25 17:29:53:702 1 10c00002 0000002000000000
04/25 17:29:53:708 1 42406c 00a800006000c00f
04/25 17:29:53:708 1 1000020 00000001cc04c000
04/25 17:29:53:709 1 224024 1c48250c1bff0000
04/25 17:29:53:709 1 e24026 000160408f050386
04/25 17:29:53:709 1 10004002 823f0237c231c23a
04/25 17:29:53:710 1 62401e 02014395fa026400
04/25 17:29:53:710 1 80401e 05ff02b200247a00
04/25 17:29:53:710 1 a20016 011984000068d500
04/25 17:29:53:711 1 f00006 000032000000e000
04/25 17:29:53:711 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:711 1 d00022 0000000000000000
04/25 17:29:53:712 1 1400006 0000000003f50202
04/25 17:29:53:716 1 10800006 0080007ffcf8fefa
04/25 17:29:53:718 1 42406c 408a80006000c00f
04/25 17:29:53:718 1 1000020 00000001cc04c000
04/25 17:29:53:718 1 10400020 c02947659b370dc1
04/25 17:29:53:719 1 11100024 0000001c7e378000
04/25 17:29:53:719 1 11220028 23600f3c0100372c
04/25 17:29:53:719 1 11a00020 c0000041c2360000
04/25 17:29:53:720 1 62401e 02014395fa026400
04/25 17:29:53:720 1 80401e 1dff02b200247a00
04/25 17:29:53:720 1 a20016 001984000068d500
04/25 17:29:53:721 1 f00006 000032000000e000
04/25 17:29:53:721 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:721 1 d00022 0000000000000000
04/25 17:29:53:722 1 1400006 0000000003f50202
04/25 17:29:53:722 1 1600012 000005076e5dc81a
04/25 17:29:53:723 1 224024 1848260c1bff0000
04/25 17:29:53:723 1 e24026 000160408f050372
04/25 17:29:53:723 1 10004002 82430239c243c236
04/25 17:29:53:728 1 42406c 80a800006000c00f
04/25 17:29:53:728 1 1000020 00000001cc04c000
04/25 17:29:53:731 1 62401e 02014395fa026400
04/25 17:29:53:731 1 80401e 05ff02af00247a00
04/25 17:29:53:731 1 a20016 013984000068d500
04/25 17:29:53:732 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:732 1 d00022 0000000000000000
04/25 17:29:53:732 1 f00006 000032000000e000
04/25 17:29:53:733 1 1400006 0000000003f50202
04/25 17:29:53:737 1 224024 1c4826081bff0000
04/25 17:29:53:737 1 e24026 0001e0408f050380
04/25 17:29:53:737 1 10004002 82410236c23bc23a
04/25 17:29:53:738 1 10e24000 0000000000000000
04/25 17:29:53:738 1 42406c c08800006000c00f
04/25 17:29:53:738 1 1000020 00000001cc04c000
04/25 17:29:53:740 1 62401e 02014395fa026400
04/25 17:29:53:740 1 80401e 1dff02af00247a00
04/25 17:29:53:740 1 a20016 005984000068d500
04/25 17:29:53:741 1 f00006 000032000000e000
04/25 17:29:53:741 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:741 1 d00022 0000000000000000
04/25 17:29:53:742 1 1400006 0000000003f50202
04/25 17:29:53:742 1 1600012 400005076e5dc81a
04/25 17:29:53:742 1 10c00002 0000102000000000
04/25 17:29:53:744 1 11600002 f60162af037b0373
04/25 17:29:53:744 1 11800002 0000130903880377
04/25 17:29:53:748 1 42406c 00e800006000c00f
04/25 17:29:53:748 1 1000020 00000001cc04c000
04/25 17:29:53:748 1 10400020 002947659b370dc1
04/25 17:29:53:750 1 62401e 02014395fa026400
04/25 17:29:53:750 1 80401e 05ff02af00247a00
04/25 17:29:53:751 1 a20016 011984000068d500
04/25 17:29:53:751 1 224024 184826081bff0000
04/25 17:29:53:751 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:751 1 d00022 0000000000000000
04/25 17:29:53:752 1 e24026 000160408f050379
04/25 17:29:53:752 1 f00006 000032000000e000
04/25 17:29:53:752 1 1400006 0000000003f50202
04/25 17:29:53:753 1 10004002 82400237c23bc23e
04/25 17:29:53:753 1 11000022 01bbcc090056034a
04/25 17:29:53:758 1 42406c 408a00006000c00f
04/25 17:29:53:758 1 1000020 00000001cc04c000
04/25 17:29:53:760 1 62401e 02014395fa026400
04/25 17:29:53:760 1 80401e 1dff02af00247a00
04/25 17:29:53:760 1 a20016 001984000068d500
04/25 17:29:53:761 1 f00006 000032000000e000
04/25 17:29:53:761 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:761 1 d00022 0000000000000000
04/25 17:29:53:762 1 1400006 0000000003f50202
04/25 17:29:53:762 1 1600012 800005076e5dc81a
04/25 17:29:53:765 1 224024 1c4826061bff0000
04/25 17:29:53:765 1 e24026 000160408f050380
04/25 17:29:53:765 1 10004002 823f0237c23cc240
04/25 17:29:53:766 1 10800006 0080006ffcf8fefa
04/25 17:29:53:768 1 42406c 80a800006000c00f
04/25 17:29:53:768 1 1000020 00000001cc04c000
04/25 17:29:53:768 1 11100024 000000047e378000
04/25 17:29:53:770 1 62401e 02004395fa026400
04/25 17:29:53:770 1 80401e 060102b400247a00
04/25 17:29:53:770 1 a20016 031984000068d500
04/25 17:29:53:771 1 f00006 000032000000e000
04/25 17:29:53:771 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:771 1 d00022 0000000000000000
04/25 17:29:53:772 1 1400006 0000000003f50202
04/25 17:29:53:778 1 42406c c08800006000c00f
04/25 17:29:53:778 1 1000020 00000001cc04c000
04/25 17:29:53:778 1 10400020 402947659b370dc1
04/25 17:29:53:778 1 11220028 23600f3c0100372c
04/25 17:29:53:779 1 224024 184826061bff0000
04/25 17:29:53:779 1 e24026 000160408f050382
04/25 17:29:53:779 1 10004002 823e0236c240c240
04/25 17:29:53:780 1 62401e 02004395fa026400
04/25 17:29:53:780 1 80401e 1e0102b400247a00
04/25 17:29:53:780 1 a20016 001984000068d500
04/25 17:29:53:781 1 f00006 000032000000e000
04/25 17:29:53:781 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:781 1 d00022 0000000000000000
04/25 17:29:53:782 1 1400006 0000000003f50202
04/25 17:29:53:782 1 1600012 c00005076e5dc81a
04/25 17:29:53:782 1 10c00002 0000006000000000
04/25 17:29:53:786 1 11420006 0000000f0000c000
04/25 17:29:53:788 1 42406c 00a840006000c00f
04/25 17:29:53:788 1 1000020 00000001cc04c000
04/25 17:29:53:790 1 62401e 02004395fa016400
04/25 17:29:53:790 1 80401e 060102b400247a00
04/25 17:29:53:790 1 a20016 051984000068d500
04/25 17:29:53:791 1 f00006 000032000000e000
04/25 17:29:53:791 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:791 1 d00022 0000000000000000
04/25 17:29:53:792 1 1400006 0000000003f50202
04/25 17:29:53:793 1 224024 1c4826021bff0000
04/25 17:29:53:793 1 e24026 0001e0408f050382
04/25 17:29:53:793 1 10004002 823b0236c245c23c
04/25 17:29:53:794 1 10e24000 0000000000000000
04/25 17:29:53:798 1 42406c 404800006000c00f
04/25 17:29:53:798 1 1000020 00000001cc04c000
04/25 17:29:53:798 1 10600020 0000000000000000
04/25 17:29:53:800 1 62401e 02004395fa016400
04/25 17:29:53:800 1 80401e 1e0102b600247a00
04/25 17:29:53:800 1 a20016 001984000068d500
04/25 17:29:53:801 1 f00006 000032000000e000
04/25 17:29:53:801 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:801 1 d00022 0000000000000000
04/25 17:29:53:802 1 1400006 0000000003f50201
04/25 17:29:53:802 1 1600012 000005076e5dc81a
04/25 17:29:53:807 1 224024 184827021bff0000
04/25 17:29:53:807 1 e24026 000160408f050381
04/25 17:29:53:807 1 10004002 823e0236c23cc238
04/25 17:29:53:808 1 42406c 80aa00006000c00f
04/25 17:29:53:808 1 1000020 00000001cc04c000
04/25 17:29:53:808 1 10400020 802947659b370dc2
04/25 17:29:53:810 1 62401e 02004395fa016400
04/25 17:29:53:810 1 80401e 060102b600247a00
04/25 17:29:53:810 1 a20016 011984000068d500
04/25 17:29:53:811 1 f00006 000032000000e000
04/25 17:29:53:811 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:811 1 d00022 0000000000000000
04/25 17:29:53:812 1 1400006 0000000003f50201
04/25 17:29:53:814 1 10800006 0080007f03ff0501
04/25 17:29:53:818 1 42406c c08800006000c00f
04/25 17:29:53:818 1 1000020 00000001cc04c000
04/25 17:29:53:818 1 11100024 000000087e378000
04/25 17:29:53:820 1 62401e 02004395fa016400
04/25 17:29:53:820 1 80401e 1e0102b600247a00
04/25 17:29:53:821 1 a20016 001984000068d500
04/25 17:29:53:821 1 f00006 000032000000e000
04/25 17:29:53:821 1 224024 1c4827031bff0000
04/25 17:29:53:821 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:822 1 d00022 0000000000000000
04/25 17:29:53:822 1 e24026 000160408f05037a
04/25 17:29:53:822 1 1400006 0000000003f50201
04/25 17:29:53:823 1 1600012 400005076e5dc81a
04/25 17:29:53:823 1 10004002 823c0237c23cc239
04/25 17:29:53:823 1 10c00002 0000102000000000
04/25 17:29:53:823 1 11000022 01bbcc090056034a
04/25 17:29:53:828 1 42406c 00a800006000c00f
04/25 17:29:53:828 1 1000020 00000001cc04c000
04/25 17:29:53:830 1 62401e 02004395fa016400
04/25 17:29:53:830 1 80401e 060102b600247a00
04/25 17:29:53:830 1 a20016 013984000068d500
04/25 17:29:53:831 1 f00006 000032000000e000
04/25 17:29:53:831 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:831 1 d00022 0000000000000000
04/25 17:29:53:832 1 1400006 0000000003f50201
04/25 17:29:53:835 1 224024 184827031bff0000
04/25 17:29:53:835 1 e24026 000160408f05037c
04/25 17:29:53:835 1 10004002 823c0232c23fc237
04/25 17:29:53:838 1 42406c 40c800006000c00f
04/25 17:29:53:838 1 1000020 00000001cc04c000
04/25 17:29:53:838 1 10400020 c02947659b370dc2
04/25 17:29:53:839 1 11220028 27400f3c0100372c
04/25 17:29:53:840 1 62401e 02004395fa016400
04/25 17:29:53:840 1 80401e 1e0102af00247a00
04/25 17:29:53:840 1 a20016 005984000068d500
04/25 17:29:53:841 1 f00006 000032000000e000
04/25 17:29:53:841 1 1400006 0000000003f50201
04/25 17:29:53:841 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:841 1 d00022 0000000000000000
04/25 17:29:53:842 1 1600012 800005076e5dc81a
04/25 17:29:53:842 1 11600002 c60062af03730383
04/25 17:29:53:842 1 11800002 0000100903810376
04/25 17:29:53:848 1 42406c 80aa00006000c00f
04/25 17:29:53:848 1 1000020 00000001cc04c000
04/25 17:29:53:849 1 224024 1c4828021bff0000
04/25 17:29:53:849 1 e24026 0001e0408f05037b
04/25 17:29:53:849 1 10004002 823c0238c23ec233
04/25 17:29:53:850 1 10e24000 0000000000000000
04/25 17:29:53:850 1 62401e 02004394fa026400
04/25 17:29:53:850 1 80401e 05ff02af00247a00
04/25 17:29:53:851 1 a20016 011984000068d500
04/25 17:29:53:851 1 f00006 000032000000e000
04/25 17:29:53:851 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:851 1 d00022 0000000000000000
04/25 17:29:53:852 1 1400006 0000000003f50201
04/25 17:29:53:858 1 42406c c08800006000c00f
04/25 17:29:53:858 1 1000020 00000001cc04c000
04/25 17:29:53:860 1 62401e 02004394fa026400
04/25 17:29:53:860 1 80401e 1dff02af00247a00
04/25 17:29:53:861 1 a20016 001984000068d500
04/25 17:29:53:861 1 f00006 000032000000e000
04/25 17:29:53:861 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:861 1 d00022 0000000000000000
04/25 17:29:53:862 1 1400006 0000000003f50202
04/25 17:29:53:862 1 1600012 c00005076e5dc81a
04/25 17:29:53:862 1 10c00002 0000006000000000
04/25 17:29:53:863 1 224024 184828021bff0000
04/25 17:29:53:863 1 e24026 000160408f050378
04/25 17:29:53:863 1 10004002 823a0235c23bc236
04/25 17:29:53:864 1 10800006 0080006f03ff0501
04/25 17:29:53:868 1 42406c 00a800006000c00f
04/25 17:29:53:868 1 1000020 00000001cc04c000
04/25 17:29:53:868 1 10400020 002947659b370dc2
04/25 17:29:53:869 1 11100024 0000000c7e378000
04/25 17:29:53:869 1 11a00020 00000041c2360000
04/25 17:29:53:870 1 62401e 02014393fa026400
04/25 17:29:53:870 1 80401e 05ff02ac00247a00
04/25 17:29:53:871 1 a20016 031984000068d500
04/25 17:29:53:871 1 f00006 000032000000e000
04/25 17:29:53:871 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:871 1 d00022 0000000000000000
04/25 17:29:53:872 1 1400006 0000000003f50202
04/25 17:29:53:877 1 224024 1c4828011bff0000
04/25 17:29:53:877 1 e24026 000160408f050378
04/25 17:29:53:877 1 10004002 823c0235c237c238
04/25 17:29:53:878 1 42406c 40c800006000c00f
04/25 17:29:53:878 1 1000020 00000001cc04c000
04/25 17:29:53:880 1 62401e 02014393fa026400
04/25 17:29:53:880 1 80401e 1dff02ac00247a00
04/25 17:29:53:880 1 a20016 001984000068d500
04/25 17:29:53:881 1 f00006 000032000000e000
04/25 17:29:53:881 1 1400006 0000000003f50202
04/25 17:29:53:881 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:882 1 d00022 0000000000000000
04/25 17:29:53:882 1 1600012 000005076e5dc81a
04/25 17:29:53:888 1 42406c 80a840006000c00f
04/25 17:29:53:888 1 1000020 00000001cc04c000
04/25 17:29:53:890 1 62401e 02014393fa026400
04/25 17:29:53:890 1 80401e 05ff02ac00247a00
04/25 17:29:53:891 1 a20016 051984000068d600
04/25 17:29:53:891 1 f00006 000032000000e000
04/25 17:29:53:891 1 224024 184828011bff0000
04/25 17:29:53:891 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:892 1 d00022 0000000000000000
04/25 17:29:53:892 1 e24026 000160408f050378
04/25 17:29:53:892 1 1400006 0000000003f50202
04/25 17:29:53:893 1 10004002 823d0237c23ec23a
04/25 17:29:53:893 1 11000022 01bbcc090056034a
04/25 17:29:53:893 1 11c00002 0000000040000000
04/25 17:29:53:898 1 42406c c08a00006000c00f
04/25 17:29:53:898 1 1000020 00000001cc04c000
04/25 17:29:53:898 1 10400020 402947659b370dc1
04/25 17:29:53:899 1 11220028 23600f3c0100372c
04/25 17:29:53:900 1 62401e 02014393fa026400
04/25 17:29:53:900 1 80401e 1dff02ac00247a00
04/25 17:29:53:901 1 a20016 001984000068d600
04/25 17:29:53:901 1 f00006 000032000000e000
04/25 17:29:53:901 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:901 1 d00022 0000000000000000
04/25 17:29:53:902 1 1400006 0000000003f50202
04/25 17:29:53:902 1 1600012 400005076e5dc81a
04/25 17:29:53:902 1 10c00002 0000002000000000
04/25 17:29:53:905 1 224024 1c4828031bff0000
04/25 17:29:53:905 1 e24026 0001e0408f05037a
04/25 17:29:53:905 1 10004002 823a0236c248c238
04/25 17:29:53:906 1 10e24000 0000000000000000
04/25 17:29:53:906 1 11420006 0000000f0000c000
04/25 17:29:53:908 1 42406c 00a800006000c00f
04/25 17:29:53:908 1 1000020 00000001cc04c000
04/25 17:29:53:910 1 62401e 02014393fa026400
04/25 17:29:53:910 1 80401e 05ff02a900247a00
04/25 17:29:53:910 1 a20016 011984000068d600
04/25 17:29:53:911 1 f00006 000032000000e000
04/25 17:29:53:911 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:911 1 d00022 0000000000000000
04/25 17:29:53:912 1 1400006 0000000003f50202
04/25 17:29:53:912 1 10800006 0080006f03ff0501
04/25 17:29:53:913 1 10a2407c 011ff7172a86fef5
04/25 17:29:53:918 1 42406c 408800006000c00f
04/25 17:29:53:918 1 1000020 00000001cc04c000
04/25 17:29:53:918 1 11100024 000000507e378000
04/25 17:29:53:919 1 224024 184829031bff0000
04/25 17:29:53:919 1 e24026 000160408f050383
04/25 17:29:53:919 1 10004002 823c0235c23cc236
04/25 17:29:53:920 1 62401e 02014392fa026400
04/25 17:29:53:920 1 80401e 1dff02a900247a00
04/25 17:29:53:920 1 a20016 001984000068d600
04/25 17:29:53:921 1 f00006 000032000000e000
04/25 17:29:53:921 1 1400006 0000000003f50202
04/25 17:29:53:921 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:921 1 d00022 0000000000000000
04/25 17:29:53:922 1 1600012 800005076e5dc81a
04/25 17:29:53:928 1 42406c 80e800006000c00f
04/25 17:29:53:928 1 1000020 00000001cc04c000
04/25 17:29:53:928 1 10400020 802947659b370dc1
04/25 17:29:53:930 1 62401e 02014392fa026400
04/25 17:29:53:930 1 80401e 05ff02a900247a00
04/25 17:29:53:930 1 a20016 013984000068d600
04/25 17:29:53:931 1 f00006 000032000000e000
04/25 17:29:53:931 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:931 1 d00022 0000000000000000
04/25 17:29:53:932 1 1400006 0000000003f50202
04/25 17:29:53:933 1 224024 1c4829091bff0000
04/25 17:29:53:933 1 e24026 000160408f050372
04/25 17:29:53:933 1 10004002 823a023bc23cc235
04/25 17:29:53:938 1 42406c c08a00006000c00f
04/25 17:29:53:938 1 1000020 00000001cc04c000
04/25 17:29:53:940 1 11600002 d60162a9036a037f
04/25 17:29:53:940 1 11800002 000011090379036e
04/25 17:29:53:941 1 62401e 02014392fa026400
04/25 17:29:53:941 1 80401e 1dff02ad00247a00
04/25 17:29:53:941 1 a20016 005984000068d600
04/25 17:29:53:941 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:942 1 d00022 0000000000000000
04/25 17:29:53:942 1 f00006 000032000000e000
04/25 17:29:53:942 1 1400006 0000000003f50202
04/25 17:29:53:943 1 1600012 c00005076e5dc81a
04/25 17:29:53:943 1 10c00002 0000102000000000
04/25 17:29:53:947 1 224024 184829091bff0000
04/25 17:29:53:947 1 e24026 000160408f050376
04/25 17:29:53:947 1 10004002 82380233c239c233
04/25 17:29:53:948 1 42406c 00a800006000c00f
04/25 17:29:53:948 1 1000020 00000001cc04c000
04/25 17:29:53:950 1 62401e 02014392fa026400
04/25 17:29:53:950 1 80401e 060002ad00247a00
04/25 17:29:53:950 1 a20016 011984000068d600
04/25 17:29:53:951 1 f00006 000032000000e000
04/25 17:29:53:951 1 1400006 0000000003f50202
04/25 17:29:53:951 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:951 1 d00022 0000000000000000
04/25 17:29:53:958 1 42406c 408800006000c00f
04/25 17:29:53:958 1 1000020 00000001cc04c000
04/25 17:29:53:958 1 10400020 c02947659b370dc1
04/25 17:29:53:958 1 11220028 23400f3c0100372c
04/25 17:29:53:960 1 62401e 02014392fa026400
04/25 17:29:53:960 1 80401e 1e0002ad00247a00
04/25 17:29:53:960 1 a20016 001984000068d600
04/25 17:29:53:961 1 f00006 000032000000e000
04/25 17:29:53:961 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:961 1 224024 1c482a051bff0000
04/25 17:29:53:962 1 d00022 0000000000000000
04/25 17:29:53:962 1 e24026 0001e0408f050374
04/25 17:29:53:962 1 1400006 0000000003f50202
04/25 17:29:53:962 1 1600012 000005076e5dc81a
04/25 17:29:53:963 1 10004002 82380238c23ac22d
04/25 17:29:53:963 1 10800006 0080007f0a050b08
04/25 17:29:53:963 1 10e24000 0000000000000000
04/25 17:29:53:963 1 11000022 01bbcc090056034a
04/25 17:29:53:968 1 42406c 80a800006000c00f
04/25 17:29:53:968 1 1000020 00000001cc04c000
04/25 17:29:53:968 1 11100024 000000147e378000
04/25 17:29:53:970 1 62401e 02014392fa026400
04/25 17:29:53:970 1 80401e 060002ad00247a00
04/25 17:29:53:970 1 a20016 031984000068d600
04/25 17:29:53:971 1 f00006 000032000000e000
04/25 17:29:53:971 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:971 1 d00022 0000000000000000
04/25 17:29:53:972 1 1400006 0000000003f50202
04/25 17:29:53:975 1 224024 18482a051bff0000
04/25 17:29:53:975 1 e24026 000160408f050370
04/25 17:29:53:976 1 10004002 823a0233c23ac241
04/25 17:29:53:978 1 42406c c0c800006000c00f
04/25 17:29:53:978 1 1000020 00000001cc04c000
04/25 17:29:53:980 1 62401e 02004392fa026400
04/25 17:29:53:980 1 80401e 1e0002ae00247a00
04/25 17:29:53:980 1 a20016 001984000068d600
04/25 17:29:53:981 1 f00006 000032000000e000
04/25 17:29:53:981 1 c0402a 1ee4000027ffd3ff
04/25 17:29:53:981 1 d00022 0000000000000000
04/25 17:29:53:982 1 1400006 0000000003f50202
04/25 17:29:53:982 1 1600012 400005076e5dc81a
04/25 17:29:53:982 1 10c00002 0000006000000000
04/25 17:29:53:988 1 42406c 00aa00006000c00f
04/25 17:29:53:988 1 1000020 00000001cc04c000
04/25 17:29:53:988 1 10400020 002947659b370dc1
04/25 17:29:53:989 1 224024 1c482b071bff0000
04/25 17:29:53:989 1 e24026 000160408f05037c
04/25 17:29:53:989 1 10004002 82310233c236c236
04/25 17:29:53:990 1 62401e 02004392fa016400
04/25 17:29:53:990 1 80401e 060002ae00247a00
04/25 17:29:53:990 1 a20016 051984000068d600
04/25 17:29:53:991 1 f00006 000032000000e000
